id,title,addr1,map_x,map_y,flag_nm,type,parking_space,use_time_festival,tel,modified_time,play_time
KC490PC22N001920,공영터미널,강원도 동해시 동해대로 5443,129.1040551,37.5276909,공영,노외,143,유료,033-539-3820,20221005,09:00 - 18:00
KC490PC22N001922,시민회관사거리~온천사거리노상주차장(3개소),경기도 이천시 영창로 260,127.4517644,37.28043727,공영,노상,54,무료,031-644-2332,20221111,00:00 - 23:59
KC490PC22N001923,택시쉼터공영주차장,경기도 이천시 설봉로 122,127.4402875,37.28628212,공영,노외,230,무료,031-644-2332,20221111,00:00 - 23:59
KC490PC22N001924,장호원읍 오남리 재래시장 주차장,경기도 이천시 장호원읍 서동대로8965번길 43-18,127.6301067,37.11447968,공영,노외,217,무료,031-644-2332,20221111,00:00 - 23:59
KC490PC22N001927,백사 산수유꽃축제 주차장,경기도 이천시 백사면 원적로775번길 17,127.4622929,37.34078051,공영,노외,359,무료,031-645-3666,20221111,00:00 - 23:59
KC490PC22N001941,장호원노상주차장(11개소),경기도 이천시 장호원읍 장감로 71,127.6305842,37.11728259,공영,노상,557,무료,031-644-2332,20221111,00:00 - 23:59
KC490PC22N001956,서희청소년문화센터공영주차장,경기도 이천시 영창로 260,127.451751,37.280446,공영,노외,196,무료,031-635-2070,20221007,00:00 - 23:59
KC490PC22N001957,덕인식당 앞,전라남도 장흥군 장흥읍 의향길 7-3,126.905473,34.6824515,공영,노외,70,무료,061-860-6203,20221010,00:00 - 23:59
KC490PC22N002003,양지천변 주차장,전라북도 순창군 순창읍 양지길 123,127.1453344,35.37808448,공영,노외,70,무료,063-650-1328,20220615,00:00 - 23:59
KC490PC22N002039,남한산성등산로,경기도 하남시 고골로 342,127.190002,37.496144,공영,노외,75,무료,031-790-5650,20220704,00:00 - 23:59
KC490PC22N002041,덕풍공원 제2공영주차장,경기도 하남시 덕풍공원로 100,127.1993982,37.53609332,공영,노외,199,유료,031-791-9581,20220704,00:00 - 23:59
KC490PC22N002043,덕풍공원 제1공영주차장,경기도 하남시 덕풍공원로 80,127.1998401,37.53693059,공영,노외,129,유료,031-791-9581,20220704,00:00 - 23:59
KC490PC22N002050,시립테니스장 주변 공영주차장,경기도 하남시 하남대로 770,127.2128622,37.53855919,공영,노상,69,혼합,031-791-9581,20220704,18:00 - 09:00
KC490PC22N002051,하남프라자 주변,경기도 하남시 덕풍동로 111-11,127.2082961,37.55144574,공영,노상,63,무료,031-790-5650,20220704,00:00 - 23:59
KC490PC22N002052,신장동 공영주차장,경기도 하남시 하남대로776번길 77,127.2142372,37.541376,공영,노외,89,유료,031-791-9581,20220704,00:00 - 23:59
KC490PC22N002053,한솔솔파크 이면도로,경기도 하남시 하남대로887번길 56,127.2014651,37.54295453,공영,노상,52,혼합,031-791-9581,20220704,18:00 - 09:00
KC490PC22N002054,덕풍수리골 공영주차장,경기도 하남시 신장로222번길 7,127.198478,37.54560272,공영,노외,69,유료,031-790-5650,20220704,00:00 - 23:59
KC490PC22N002056,하남덕풍 경기행복주택 공영주차장,경기도 하남시 덕풍동로35,127.2049512,37.545792,공영,노외,98,유료,031-791-9581,20220704,00:00 - 23:59
KC490PC22N002071,시외버스터미널 옆 주차장,전라북도 남원시 동림로 19,127.387894,35.409648,공영,노외,61,무료,063-620-6578,20221130,00:00 - 23:59
KC490PC22N002113,중원구청 부설주차장,경기도 성남시 중원구 제일로 36,127.1370931,37.4303917,공영,부설,54,무료,031-729-6029,20221117,00:00 - 23:59
KC490PC22N002114,도서관사업소,경기도 성남시 분당구 판교로 546,127.134723,37.4039669,공영,부설,324,유료,031-729-4613,20221117,00:00 - 23:59
KC490PC22N002115,분당도서관 부설주차장,경기도 성남시 분당구 불정로 110,127.1165804,37.35810416,공영,부설,186,유료,031-729-4654,20221117,07:00 - 23:00
KC490PC22N002116,판교어린이도서관,경기도 성남시 분당구 판교역로 75,127.1076676,37.38752522,공영,부설,70,혼합,031-729-4395,20221117,07:00 - 22:00
KC490PC22N002127,달천농공단지2,울산광역시 북구 약수8길 66-10 (중산동),129.3421139,35.64796447,공영,노외,73,무료,052-241-7963,20221130,00:00 - 23:59
KC490PC22N002128,편백산림욕장2,울산광역시 북구 약수8길 66-12 (중산동),129.3419638,35.64796748,공영,노외,100,무료,052-241-7963,20221130,00:00 - 23:59
KC490PC22N002137,염포마을공동,울산광역시 북구 새장터2길 38,129.3928486,35.53619799,공영,노외,50,혼합,052-241-7963,20221130,00:00 - 23:59
KC490PC22N002144,완도군 공용주차장,전라남도 완도군 완도읍 장보고대로 303,126.7580805,34.31512312,공영,노상,52,무료,061-550-5582,20220615,00:00 - 00:00
KC490PC22N002147,완도군 공용주차장,전라남도 완도군 완도읍 청해진남로 38-1,126.7550095,34.31239598,공영,노상,56,무료,061-550-5582,20220615,00:00 - 00:00
KC490PC22N002150,양정복개천 노상,울산광역시 북구 오치골2길 10 (양정동),129.3849748,35.54735475,공영,노상,70,혼합,052-241-7963,20221130,00:00 - 23:59
KC490PC22N002153,완도군 공용주차장,전라남도 완도군 완도읍 개포로 111,126.7416714,34.31667144,공영,노외,175,무료,061-550-5582,20220615,00:00 - 00:00
KC490PC22N002156,완도군 공용주차장,전라남도 완도군 완도읍 청해진서로 59,126.7394459,34.31161698,공영,노외,67,무료,061-550-5582,20220615,00:00 - 00:00
KC490PC22N002161,칠금공영주차장,충청북도 충주시 칠금중앙로 2,127.9160692,36.98097073,공영,노외,163,유료,043-870-7815,20221130,08:30 - 18:00
KC490PC22N002173,주차빌딩,경기도 과천시 별양상가1로 39,126.9940572,37.4282926,공영,노외,81,유료,02-500-1145,20220701,09:00 - 19:00
KC490PC22N002178,공영노외주차장,경기도 과천시 향촌6길 4-3,127.009838,37.4246522,공영,노외,55,무료,02-3677-2897,20220701,00:00 - 23:59
KC490PC22N002196,궁말마을입구,경기도 과천시 경마공원대로 140-14,127.0081225,37.4408634,공영,노상,180,유료,02-500-1145,20220701,09:00 - 19:00
KC490PC22N002197,광창교주변,경기도 과천시 상하벌1로 93,127.0044888,37.4486844,공영,노상,139,유료,02-500-1145,20220701,09:00 - 19:00
KC490PC22N002200,장군마을,경기도 과천시 장군마을길 61,127.0321644,37.461853,공영,노외,178,유료,02-500-1145,20220701,09:00 - 19:00
KC490PC22N002207,뒷골7주차장,경기도 과천시 뒷골로 22-14,127.0012342,37.45366937,공영,노외,56,유료,02-500-1145,20220701,09:00 - 19:00
KC490PC22N002223,법원.검찰청연장노선,대전광역시 서구 둔산중로78번길 45,127.3892768,36.35449244,공영,노상,75,유료,042-288-4120,20220627,10:00 - 20:00
KC490PC22N002224,둔산로31번길,대전광역시 서구 둔산로31번길72,127.3778061,36.35486894,공영,노상,91,유료,042-252-6365,20220627,08:00 - 22:00
KC490PC22N002227,둔지미길(향촌@~파랑새@),대전광역시 서구 둔지로 75,127.3746125,36.35638892,공영,노상,143,유료,042-581-3253,20220627,08:00 - 22:00
KC490PC22N002228,계룡로 주변 노상주차장,대전광역시 서구 대덕대로 176번길75,127.3795337,36.3462951,공영,노상,219,유료,042-483-3447,20220627,09:00 - 18:00
KC490PC22N002232,동다리하상,충청북도 보은군 보은읍 남부로 4573-20,127.7216224,36.48663466,공영,노외,97,무료,043-540-3097,20220630,00:00 - 23:59
KC490PC22N002243,화진포해양박물관,강원도 고성군 현내면 화진포길 412,128.4356979,38.48138177,공영,노외,240,무료,033-680-3362,20221202,00:00 - 00:00
KC490PC22N002244,죽왕면복지회관,강원도 고성군 죽왕면 심층수길 36,128.528177,38.32696271,공영,부설,93,무료,033-680-3883,20221202,00:00 - 00:00
KC490PC22N002245,봉수대해변,강원도 고성군 죽왕면 봉수대길 10-22,128.5264243,38.32410414,공영,노외,152,무료,033-680-3356,20221202,00:00 - 00:00
KC490PC22N002246,공현진 해변,강원도 고성군 죽왕면 공현진해변길 52,128.5106257,38.35331481,공영,노외,66,무료,033-680-3356,20221202,00:00 - 00:00
KC490PC22N002247,토성면행정복지센터,강원도 고성군 토성면 천진해변길 88,128.5564541,38.26036457,공영,부설,85,무료,033-680-3902,20221202,00:00 - 00:00
KC490PC22N002248,천진해변,강원도 고성군 토성면 천진해변길 46,128.5606691,38.26056603,공영,노외,159,무료,033-680-3356,20221202,00:00 - 00:00
KC490PC22N002249,봉포항,강원도 고성군 죽왕면 오호길11,128.5252062,38.32876193,공영,노외,122,무료,033-680-3642,20221202,00:00 - 00:00
KC490PC22N002250,유구마곡사로 주차장,충청남도 공주시 사곡면 마곡상가길 13-2,127.0205918,36.556171,공영,노상,200,무료,041-840-8503,20221121,00:00 - 23:59
KC490PC22N002255,고성군청,강원도 고성군 간성읍 고성중앙길 9,128.4680551,38.38129688,공영,부설,311,무료,033-680-3294,20221202,00:00 - 00:00
KC490PC22N002256,종합운동장 풋살장,강원도 고성군 간성읍 수성로 92,128.4654912,38.37770427,공영,노외,295,무료,033-680-3713,20221202,00:00 - 00:00
KC490PC22N002257,종합운동장 골프장,강원도 고성군 간성읍 수성로 94,128.4657901,38.37710159,공영,노외,322,무료,033-680-3713,20221202,00:00 - 00:00
KC490PC22N002258,종합운동장 뒷편,강원도 고성군 간성읍 간성로 52번길,128.4695498,38.38050723,공영,노외,158,무료,033-680-3377,20221202,00:00 - 00:00
KC490PC22N002261,거진항 부두,강원도 고성군 거진읍 거탄진로 194,128.4612507,38.44915909,공영,노외,82,무료,033-680-3622,20221202,00:00 - 00:00
KC490PC22N002262,거진8리 해변,강원도 고성군 거진읍 거진항길 13,128.455087,38.44599629,공영,노외,116,무료,033-680-3356,20221202,00:00 - 00:00
KC490PC22N002263,화진포 해변,강원도 고성군 거진읍 화진포길 330,128.4430602,38.47250515,공영,노외,430,무료,033-680-3356,20221202,00:00 - 00:00
KC490PC22N002270,구 성모병원 주차장,강원도 삼척시 대학로 11,129.1632991,37.44204661,공영,노외,55,무료,033-570-3935,20221104,09:00 - 18:00
KC490PC22N002273,진주로/오십천로 주차장,강원도 삼척시 진주로 50-1,129.1640922,37.44526071,공영,노상,60,유료,033-570-3935,20221104,09:00 - 18:00
KC490PC22N002300,칠원면공영주차장(장미아파트 뒷편),경상남도 함안군 칠원읍 용산1길 54-5,128.5167026,35.31011222,공영,노외,56,무료,055-580-2624,20221129,09:00 - 23:59
KC490PC22N002301,입곡군립공원(매점앞),경상남도 함안군 산인면 입곡공원길 224-41,128.4444291,35.26026336,공영,노외,60,무료,055-580-2624,20221129,09:00 - 23:59
KC490PC22N002302,악양공영주차장,경상남도 함안군 법수면 악양길 9,128.3877871,35.32867624,공영,노외,73,무료,055-580-2624,20221129,09:00 - 23:59
KC490PC22N002308,남천1동 공영주차장,부산광역시 수영구 황령대로 489번길 45,129.1091737,35.13985428,공영,노상,66,유료,051-610-4554,20221129,10:00 - 22:00
KC490PC22N002309,광안리해수욕장 공영주차장,부산광역시 수영구 남천바다로33번길 75 (광안동),129.1160952,35.15143053,공영,노외,54,유료,051-610-4554,20221129,00:00 - 23:59
KC490PC22N002311,함안공설운동장주경기장 앞,경상남도 함안군 가야읍 함안대로 619,128.3978018,35.2823651,공영,노외,200,무료,055-580-2624,20221129,09:00 - 23:59
KC490PC22N002312,함안시외버스터미널공영주차장,경상남도 함안군 가야읍 함마대로 1636-3,128.4103896,35.27981581,공영,노외,124,무료,055-580-2624,20221129,09:00 - 23:59
KC490PC22N002313,가야재래시장유료주차장,경상남도 함안군 가야읍 중앙남2길 40,128.4081554,35.27661375,공영,노외,52,유료,055-580-2624,20221129,00:00 - 23:59
KC490PC22N002314,함안면종합복지관앞,경상남도 함안군 함안면 북촌2길 50-29,128.4227251,35.24209207,공영,노외,64,무료,055-580-2624,20221129,09:00 - 23:59
KC490PC22N002316,함주공원주차장,경상남도 함안군 가야읍 함안대로 619-4,128.3975977,35.28040771,공영,노외,82,무료,055-580-2624,20221129,09:00 - 23:59
KC490PC22N002330,광산로 주차장,광주광역시 광산구 광산로30번길 10,126.7947826,35.13813671,공영,노외,62,혼합,062-960-9916,20220615,00:00 - 23:59
KC490PC22N002336,송정5일시장 공영주차장,광주광역시 광산구 광산로30번길 80,126.7977313,35.13622744,공영,노외,150,혼합,062-960-9916,20220615,00:00 - 23:59
KC490PC22N002337,송정매일시장 상가주차타워,광주광역시 광산구 내상로 10,126.7949565,35.14043727,공영,노외,210,혼합,062-960-9916,20220615,00:00 - 23:59
KC490PC22N002355,봉명교 ⇔ (구)서부파출소주차장,충청남도 천안시 동남구 다가1길 14,127.1388583,36.80193201,공영,노상,110,무료,041-529-5120,20220617,00:00 - 23:59
KC490PC22N002357,오룡경기장주변주차장,충청남도 천안시 동남구 성황로 113-21,127.1611498,36.81337684,공영,노상,60,무료,041-529-5120,20220617,00:00 - 23:59
KC490PC22N002359,오룡경기장앞성황로주차장,충청남도 천안시 동남구 성황로 113-9,127.1614831,36.81198867,공영,노상,102,무료,041-529-5120,20220617,00:00 - 23:59
KC490PC22N002360,태극당 앞 ⇔ 온양나드리주차장,충청남도 천안시 동남구 대흥로 212-1,127.1474729,36.8069515,공영,노상,76,유료,041-529-5120,20220617,00:00 - 23:59
KC490PC22N002361,삼거리공원주차장,충청남도 천안시 동남구 충절로 410,127.169159,36.78407237,공영,노외,116,무료,041-529-5120,20220617,00:00 - 23:59
KC490PC22N002362,광덕산주차장,충청남도 천안시 동남구 광덕면 해수길 50,127.0455521,36.67234367,공영,노외,153,무료,041-529-5120,20220617,00:00 - 23:59
KC490PC22N002363,병천시장주차장,충청남도 천안시 동남구 병천면 아우내순대길 22,127.2981998,36.7596001,공영,노외,110,무료,041-529-5120,20220617,00:00 - 23:59
KC490PC22N002365,천호지생활체육공원주차장,충청남도 천안시 동남구 천호지길 39,127.173679,36.83698985,공영,노외,123,무료,041-529-5120,20220617,00:00 - 23:59
KC490PC22N002377,문성동주민센터주차장,충청남도 천안시 동남구 문화로 15,127.1502833,36.8109412,공영,부설,115,유료,041-521-4282,20220617,09:00 - 23:59
KC490PC22N002380,유관순사우주차장,충청남도 천안시 동남구 병천면 유관순길 38,127.3083682,36.76009007,공영,부설,67,무료,041-521-2823,20220617,09:00 - 18:00
KC490PC22N002384,쌍용대로 주공6단지앞주차장,충청남도 천안시 서북구 서부14길 3,127.1367788,36.82219138,공영,노상,58,무료,041-529-5120,20220617,00:00 - 23:59
KC490PC22N002385,쌍용지하도옆주차장,충청남도 천안시 서북구 미라3길 16,127.1308965,36.8010241,공영,노외,120,무료,041-529-5120,20220617,00:00 - 23:59
KC490PC22N002386,일성능수아파트옆주차장,충청남도 천안시 서북구 쌍용16길 31,127.1222635,36.79802859,공영,노외,54,무료,041-529-5120,20220617,00:00 - 23:59
KC490PC22N002387,6단지앞주차장,충청남도 천안시 서북구 서부대로 648-23,127.1352857,36.82466212,공영,노외,100,무료,041-529-5120,20220617,00:00 - 23:59
KC490PC22N002388,불당택지주차장,충청남도 천안시 서북구 검은들3길 3,127.1110946,36.81054337,공영,노외,53,유료,041-529-5120,20220617,00:00 - 23:59
KC490PC22N002394,천안시청주차장,충청남도 천안시 서북구 번영로 156,127.1130483,36.81612841,공영,부설,348,무료,041-521-5305,20220617,00:00 - 23:59
KC490PC22N002395,성환읍사무소주차장,충청남도 천안시 서북구 성환읍 성환13길 7,127.1343912,36.9181614,공영,부설,56,무료,041-521-5758,20220617,00:00 - 23:59
KC490PC22N002400,성정1동주민센터주차장,충청남도 천안시 서북구 성정8길 5,127.141326,36.8179437,공영,부설,56,무료,041-521-6864,20220617,00:00 - 23:59
KC490PC22N002402,쌍용도서관주차장,충청남도 천안시 서북구 월봉4로 153,127.1146208,36.80040792,공영,부설,50,무료,041-521-3731,20220617,08:00 - 22:00
KC490PC22N002405,성환문화회관주차장,충청남도 천안시 서북구 성환읍 성진로 15,127.1366796,36.91253596,공영,부설,170,무료,041-521-3745,20220617,00:00 - 23:59
KC490PC22N002406,신풍동 1,"전라북도 군산시 신풍길 6 (신풍동 , 신풍동 부향하나로 아파트)",126.7053984,35.97973319,공영,노상,181,무료,063-454-3812,20220901,00:00 - 23:59
KC490PC22N002407,화곡본-1,서울특별시 강서구 초록마을로26길 48,126.8497723,37.53974443,공영,노외,97,유료,02-2065-1575,20221121,00:00 - 23:59
KC490PC22N002408,화곡8-1,서울특별시 강서구 초록마을로22길 57-11,126.84884,37.53851148,공영,노외,53,유료,02-2065-1575,20221121,00:00 - 23:59
KC490PC22N002411,가산디지털서측,서울특별시 금천구 가산디지털1로 226(가산동),126.8799571,37.48542051,공영,노외,160,유료,02-809-0061,20221110,08:30 - 19:00
KC490PC22N002415,화곡2-1,서울특별시 강서구 강서로18아길 26-15,126.8524318,37.53604557,공영,노외,59,유료,02-2607-1419,20221121,00:00 - 23:59
KC490PC22N002416,화곡4-1,서울특별시 강서구 곰달래로57가길 20,126.8610435,37.53430087,공영,노외,138,유료,02-2065-1575,20221121,00:00 - 23:59
KC490PC22N002418,화곡7-1,서울특별시 강서구 월정로32길 68,126.8391549,37.53601625,공영,노외,86,유료,02-2065-1575,20221121,00:00 - 23:59
KC490PC22N002419,화곡6-1,서울특별시 강서구 우장산로 114,126.848514,37.553032,공영,노외,298,유료,02-2065-1575,20221121,00:00 - 23:59
KC490PC22N002420,곰달래문화복지센터,서울특별시 강서구 강서로5길 50,126.8488982,37.52905997,공영,노외,248,유료,02-2065-1575,20221121,00:00 - 23:59
KC490PC22N002425,독산1동,서울특별시 금천구 범안로12가길 65 (독산동),126.8948817,37.46494122,공영,노외,66,유료,02-809-0061,20221110,09:00 - 18:00
KC490PC22N002426,독산3동,서울특별시 금천구 독산로108길 44 (독산동),126.9063345,37.4794495,공영,노외,50,유료,02-809-0061,20221110,09:00 - 18:00
KC490PC22N002428,시흥1동,서울특별시 금천구 시흥대로51길93(시흥동),126.8967063,37.4506859,공영,노외,84,유료,02-809-0061,20221110,09:00 - 18:00
KC490PC22N002429,삼성,서울특별시 금천구 독산로24마길 30 (시흥동),126.909003,37.4545449,공영,노외,51,유료,02-809-0061,20221110,09:00 - 18:00
KC490PC22N002430,시흥4동,서울특별시 금천구 독산로36나길 21 (시흥동),126.9093508,37.45934816,공영,노외,124,유료,02-809-0061,20221110,09:00 - 18:00
KC490PC22N002432,남부막국수 별관,강원도 춘천시 우묵길 72,127.723807,37.867341,공영,노상,61,무료,033-250-3415,20220608,00:00 - 23:59
KC490PC22N002446,옥천지구,강원도 춘천시 서부대성로 71,127.731844,37.88252,공영,노외,67,무료,033-250-3415,20220608,00:00 - 23:59
KC490PC22N002449,석사근린공원,강원도 춘천시 후석로 7,127.738845,37.856121,공영,노외,89,혼합,033-250-3415,20220608,09:30 - 18:30
KC490PC22N002450,스카이워크,강원도 춘천시 소양로1가 영서로 2668-22,127.726216,37.893408,공영,노외,140,유료,033-250-3415,20220608,09:30 - 18:30
KC490PC22N002455,퇴계노외,강원도 춘천시 공원3길 2,127.725128,37.861862,공영,노외,56,무료,033-250-3415,20220608,00:00 - 23:59
KC490PC22N002462,11토지 주차장 1,강원도 춘천시 우묵길 72,127.723803,37.867343,공영,노외,60,무료,033-250-3415,20220608,00:00 - 23:59
KC490PC22N002464,석사노외,강원도 춘천시 효석로 103,127.740139,37.858375,공영,노외,66,무료,033-250-3415,20220608,00:00 - 23:59
KC490PC22N002466,공지천 주차장,강원도 춘천시 영서로 2426,127.712755,37.875074,공영,노외,130,무료,033-250-3415,20220608,00:00 - 23:59
KC490PC22N002467,삼천동 공영주차장,강원도 춘천시 옛경춘로 824-18,127.709129,37.87054,공영,노외,96,무료,033-250-3415,20220608,00:00 - 23:59
KC490PC22N002475,월명동 7,전라북도 군산시 구영6길 22-5 (월명동 ),126.708858,35.98512506,공영,노상,209,무료,063-454-3812,20220901,00:00 - 23:59
KC490PC22N002478,서정전통시장,경기도 평택시 정암로 12,127.055069,37.057003,공영,노상,79,유료,031-8024-4993,20220602,10:00 - 19:00
KC490PC22N002479,서정제1공영,경기도 평택시 특구로 42,127.063449,37.069013,공영,노상,57,유료,031-8024-4993,20220602,10:00 - 19:00
KC490PC22N002482,부대정문～팽성주유소,경기도 평택시 팽성읍 안정로 18,127.0463952,36.958763,공영,노상,157,무료,031-8024-4993,20220602,00:00 - 23:59
KC490PC22N002485,"배미 노상(합정동 979, 983)",경기도 평택시 평택5로20번길 35,127.113627,36.989763,공영,노상,52,무료,031-8024-4993,20220602,00:00 - 23:59
KC490PC22N002505,일신가든～캐피탈호텔,경기도 평택시 송월로32번길 12,127.050041,37.075957,공영,노상,51,무료,031-8024-4993,20220602,00:00 - 23:59
KC490PC22N002514,배미공영주차장,경기도 평택시 평택5로34번길 106,127.113626,36.987913,공영,노외,57,유료,031-8024-4993,20220602,00:00 - 23:59
KC490PC22N002520,세교공영주차장,경기도 평택시 동삭로 119,127.083117,37.000128,공영,노외,55,유료,031-8024-4993,20220602,00:00 - 23:59
KC490PC22N002538,서정동 공영주차장,경기도 평택시 점촌로9번길 30,127.054923,37.06469423,공영,노외,51,무료,031-8024-4993,20220602,00:00 - 23:59
KC490PC22N002544,현화택지 제4공영주차장,경기도 평택시 안중읍 현화중앙길 5-8,126.920088,36.978633,공영,노외,60,무료,031-8024-4993,20220602,00:00 - 23:59
KC490PC22N002548,남매로(시청옆~남매로네거리),경상북도 경산시 남매로 177,128.7422213,35.82678422,공영,노상,98,무료,053-810-5279,20220603,00:00 - 23:59
KC490PC22N002551,장산초등학교 주변,경상북도 경산시 성암로8길 25,128.7237082,35.82119024,공영,노상,54,무료,053-810-5279,20220603,00:00 - 23:59
KC490PC22N002554,강변동로-공원교~현대밀레몰,경상북도 경산시 경안로41길 51-8,128.7312104,35.82541145,공영,노상,67,무료,053-810-5279,20220603,00:00 - 23:59
KC490PC22N002555,남매로(남매네거리~임당네거리),경상북도 경산시 남매로 223,128.7404193,35.83081134,공영,노상,55,무료,053-810-5279,20220603,00:00 - 23:59
KC490PC22N002556,사동우체국~박물관,경상북도 경산시 백자로20길 32,128.7600792,35.81283298,공영,노상,85,무료,053-810-5279,20220603,00:00 - 23:59
KC490PC22N002558,진량공단내 공단2길,경상북도 경산시 진량읍 공단4로 17,128.8212733,35.86369303,공영,노상,221,무료,053-810-5279,20220603,00:00 - 23:59
KC490PC22N002559,진량공단내 공단6길,경상북도 경산시 진량읍 공단6로 77,128.8225819,35.86785433,공영,노상,301,무료,053-810-5279,20220603,00:00 - 23:59
KC490PC22N002560,진량공단내 공단9길,경상북도 경산시 진량읍 공단4로 192,128.8290457,35.87434118,공영,노상,154,무료,053-810-5279,20220603,00:00 - 23:59
KC490PC22N002561,진량 보국웰리치 주변,경상북도 경산시 진량읍 해든길1길 18,128.8181072,35.87355075,공영,노상,54,무료,053-810-5279,20220603,00:00 - 23:59
KC490PC22N002562,진량공단내(주.나이테~주.에스피엘),경상북도 경산시 진량읍 공단2로 71,128.8273647,35.87210697,공영,노상,121,무료,053-810-5279,20220603,00:00 - 23:59
KC490PC22N002566,진량 윤성1차타운 뒷편,경상북도 경산시 진량읍 선화로20길 23-1,128.7947512,35.86496096,공영,노외,61,무료,053-810-5279,20220603,00:00 - 23:59
KC490PC22N002567,자인공단내 주차장,경상북도 경산시 자인면 자인공단2로4길 18,128.8228099,35.82579055,공영,노외,214,무료,053-810-5279,20220603,00:00 - 23:59
KC490PC22N002568,신대부적지구내 주차장,경상북도 경산시 압량읍 압독3로 19,128.7642153,35.84141835,공영,노외,129,무료,053-810-5279,20220603,00:00 - 23:59
KC490PC22N002569,남천둔치주차장 서편(경산교~서옥교),경상북도 경산시 강변서로 123,128.7318834,35.8190678,공영,노외,56,무료,053-810-5279,20220603,00:00 - 23:59
KC490PC22N002573,옥산2지구 지하공영주차장,경상북도 경산시 강변서로51길 49,128.7263175,35.82939635,공영,노외,300,유료,053-810-5279,20220603,00:00 - 23:59
KC490PC22N002579,하양 동서리 공영주차장,경상북도 경산시 하양읍 금송로 42,128.8179797,35.9166163,공영,노외,121,무료,053-810-5279,20220603,00:00 - 23:59
KC490PC22N002588,진량공단내 공단6길,경상북도 경산시 진량읍 공단6로 77,128.8225805,35.86785606,공영,노상,301,무료,053-810-5279,20220603,00:00 - 23:59
KC490PC22N002589,진량공단내(가스공사앞도로),경상북도 경산시 진량읍 공단6로 122,128.8262197,35.87065017,공영,노상,128,무료,053-810-5279,20220603,00:00 - 23:59
KC490PC22N002598,진량공단내 주차장,경상북도 경산시 진량읍 공단4로 153,128.828164,35.87085488,공영,노외,195,무료,053-810-5279,20220603,00:00 - 23:59
KC490PC22N002599,남천둔치주차장 서편(경산교~서옥교),경상북도 경산시 강변서로 123,128.7318825,35.81906862,공영,노외,56,무료,053-810-5279,20220603,00:00 - 23:59
KC490PC22N002607,언양,울산광역시 울주군 언양읍 언양로 22,129.1296617,35.56251209,공영,노외,629,무료,052-204-2511,20221012,00:00 - 23:59
KC490PC22N002608,옥산2지구 노외공영주차장,경상북도 경산시 경산로 42길 17,128.727832,35.82751958,공영,노외,79,유료,053-810-5279,20220603,00:00 - 23:59
KC490PC22N002609,압량 가일리 공영주차장,경상북도 경산시 압량읍 가일길20길 9-1,128.7817953,35.83907929,공영,노외,123,무료,053-810-5279,20220603,00:00 - 23:59
KC490PC22N002616,선바위,울산광역시 울주군 범서읍 두동로 186,129.2331353,35.58437336,공영,노외,66,무료,052-204-2511,20221012,00:00 - 23:59
KC490PC22N002630,황간천주차장,충청북도 영동군 황간면 남성8길 22,127.903708,36.23097578,공영,노외,60,무료,043-740-3511,20220624,00:00 - 23:59
KC490PC22N002632,영동역환승주차장,충청북도 영동군 영동읍 계산로 87,127.7848822,36.17232055,공영,노외,169,무료,043-740-3511,20220624,00:00 - 23:59
KC490PC22N002635,덕진리마을공영주차장,충청북도 영동군 용산면 덕진길 149,127.841283,36.275235,공영,노외,240,무료,043-740-3511,20220624,00:00 - 23:59
KC490PC22N002655,영동역유휴부지주차장,충청북도 영동군 영동읍 계산로 87,127.7848822,36.17232055,공영,노외,93,무료,043-740-3511,20220624,00:00 - 23:59
KC490PC22N002659,다향체육관외곽노상주차장,전라남도 보성군 보성읍 용문길 18,127.0940848,34.7737547,공영,노상,59,무료,061-850-5511,20220628,00:00 - 23:59
KC490PC22N002660,신흥동산입구노상주차장,전라남도 보성군 보성읍 현충로 81,127.0807115,34.76732457,공영,노상,54,무료,061-850-5511,20220628,00:00 - 23:59
KC490PC22N002663,보성파머스마트앞노외주차장,전라남도 보성군 보성읍 동산길 6,127.0801805,34.76945588,공영,노외,58,무료,061-850-5511,20220628,00:00 - 23:59
KC490PC22N002664,월명동 4,전라북도 군산시 동 령길 50-3 (장미동 ),126.7140909,35.988493,공영,노상,85,무료,063-454-3812,20220901,00:00 - 23:59
KC490PC22N002665,보성녹차밭주차장,전라남도 보성군 보성읍 녹차로 775,127.081709,34.7198767,공영,노외,171,무료,061-850-5511,20220628,00:00 - 23:59
KC490PC22N002668,다비치콘도공영주차장,전라남도 보성군 회천면 충의로 36,127.0905002,34.67103832,공영,노외,224,무료,061-850-5511,20220628,00:00 - 23:59
KC490PC22N002670,벌교역 노외공영주차장,전라남도 보성군 벌교읍 채동선로 228,127.3452964,34.84203182,공영,노외,73,무료,061-850-5511,20220628,00:00 - 23:59
KC490PC22N002671,보성공설운동장다향체육관주차장,전라남도 보성군 보성읍 용문길 18,127.0940848,34.7737547,공영,부설,390,무료,061-850-5511,20220628,00:00 - 23:59
KC490PC22N002679,벌교생태공원주차장,전라남도 보성군 벌교읍 장호길 56-43,127.3667238,34.84168832,공영,부설,174,무료,061-850-5511,20220628,00:00 - 23:59
KC490PC22N002683,백민미술관주차장,전라남도 보성군 문덕면 죽산길 168-14,127.1600659,34.96694632,공영,부설,91,무료,061-850-5511,20220628,00:00 - 23:59
